Vector reduction (combine) examples
Testing 12 variants of combine(), on vectors of 10 sizes from 10 to 271
testing option 0
testing option 1
testing option 2
testing option 3
testing option 4
testing option 5
testing option 6
testing option 7
testing option 8
testing option 9
testing option 10
testing option 11
size, combine1, combine2, combine3, combine4, combine5, combine6, combine7, combine8, combine9, combine10, combine11, combine12
20000,  23898, 21267, 21618, 20877, 24666, 18912, 18627, 17991, 18027, 19404, 18027, 19866
30000,  34428, 30312, 30141, 30312, 24342, 24330, 24132, 24264, 23229, 23598, 24093, 24168
52000,  54858, 53496, 53595, 54327, 37809, 37977, 37266, 37431, 37518, 37887, 37344, 37338
86000,  96687, 96639, 96255, 96330, 64158, 63813, 63447, 63291, 63420, 63954, 63468, 63591
132000,  194751, 190440, 190041, 190233, 111219, 111576, 112209, 112137, 112200, 112677, 114981, 112161
190000,  276213, 276009, 276522, 276339, 162057, 161931, 163026, 166320, 163359, 164001, 163029, 163815
260000,  413199, 418260, 422568, 412386, 226770, 225408, 229236, 228456, 228531, 227748, 229326, 229257
342000,  635235, 618369, 619998, 623277, 336993, 330462, 329481, 329808, 328815, 331110, 329919, 328698
436000,  872688, 860331, 866163, 859881, 471612, 451392, 462459, 458469, 460479, 464220, 458502, 465708
542000,  1147905, 1129698, 1131543, 1128000, 599598, 585462, 583791, 584808, 584904, 584286, 584829, 583746

Sum of all results: 2.21258e+09
